Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust,Dust_feed_group,Flow_group,max_time,RUL,pressure_rate,normalized_time,rolling_pressure_mean,pressure_ratio,rate_ratio_interaction,cumulative_pressure,pressure_acceleration,rolling_pressure_std,remaining_pressure_capacity,pressure_growth_rate
20,11.57407,57.8329879833142,65.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,68.00000000000001,0.0,0.491778774289985,11.266636,0.01929011666666667,0.0,2298.62923615,-7.233799999999389,0.46810567608179743,588.42593,0.17589771769152407
20,12.93041,57.8000656118575,65.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.9,13.563399999998838,0.49252615844544095,11.519818,0.021550683333333334,0.2923005383233083,2311.55964615,13.563399999998838,0.8896395661839666,587.06959,0.19621259186323836
20,12.93041,57.4708418972904,66.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.80000000000001,0.0,0.49327354260089684,11.97193,0.021550683333333334,0.0,2324.49005615,-13.563399999998838,0.9234625219249533,587.06959,0.1959153000618894
20,12.93041,57.9756417019065,66.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.70000000000002,0.0,0.4940209267563527,12.387874,0.021550683333333334,0.0,2337.42046615,0.0,0.7428980136465522,587.06959,0.19561890778186225
20,12.93041,57.7781074731662,66.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.60000000000001,0.0,0.4947683109118087,12.659142,0.021550683333333334,0.0,2350.35087615,0.0,0.6065736881204066,587.06959,0.19532341094677627
20,12.83999,57.4379195258337,66.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.50000000000001,-0.9042000000000509,0.4955156950672645,12.912326000000002,0.021399983333333334,-0.019349864930001088,2363.19086615,-0.9042000000000509,0.04043705330510617,587.16001,0.19366500462043734
20,12.93041,57.8000656118575,66.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.4,0.9041999999999224,0.4962630792227205,12.912326000000002,0.021550683333333334,0.01948612786999833,2376.12127615,1.8083999999999731,0.04043705330510617,587.06959,0.19473508742868845
20,12.83999,57.887853656882,66.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.30000000000001,-0.9042000000000509,0.49701046337817634,12.894242,0.021399983333333334,-0.019349864930001088,2388.96126615,-1.8083999999999731,0.04952507364961701,587.16001,0.1930825534874804
20,12.83999,58.3487520206957,66.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.20000000000002,0.0,0.4977578475336322,12.876158,0.021399983333333334,0.0,2401.80125615,0.9042000000000509,0.04952507364961717,587.16001,0.1927926397478583
20,12.93041,58.0963521183877,66.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.10000000000001,0.9041999999999224,0.49850523168908817,12.876158,0.021550683333333334,0.01948612786999833,2414.73166615,0.9041999999999224,0.04952507364961717,587.06959,0.19385921748337007
20,12.93041,57.887853656882,66.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,67.00000000000001,0.0,0.49925261584454406,12.894242,0.021550683333333334,0.0,2427.66207615,-0.9041999999999224,0.04952507364961701,587.06959,0.19356900907830826
20,12.93041,57.7342208689441,66.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.9,0.0,0.5,12.894242,0.021550683333333334,0.0,2440.5924861500002,0.0,0.04952507364961701,587.06959,0.19327966826188836
20,13.56337,57.8110298446229,67.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.80000000000001,6.329600000000366,0.5007473841554558,13.038918,0.02260561666666667,0.14308451125334162,2454.15585615,6.329600000000366,0.2957804116570267,586.43663,0.20243835518748726
20,13.56337,57.7012984974874,67.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.70000000000002,0.0,0.5014947683109118,13.183594,0.02260561666666667,0.0,2467.71922615,-6.329600000000366,0.34668646999846997,586.43663,0.20213665868648797
20,12.93041,58.2609639756712,67.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.60000000000001,-6.329599999999466,0.5022421524663677,13.183594,0.021550683333333334,-0.13640720522665517,2480.64963615,-6.329599999999466,0.34668646999846997,587.06959,0.19241681261284505
20,12.83999,57.3323783909556,67.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.50000000000001,-0.9042000000000509,0.5029895366218236,13.165510000000001,0.021399983333333334,-0.019349864930001088,2493.48962615,5.425399999999415,0.36506590144794404,587.16001,0.190787367150262
20,12.83999,57.2727652968826,67.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.4,0.0,0.5037369207772795,13.147426000000001,0.021399983333333334,0.0,2506.32961615,0.9042000000000509,0.3814933009634639,587.16001,0.19050429984414985
20,13.56337,57.8988178896474,67.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.30000000000001,7.233800000000417,0.5044843049327353,13.147426,0.02260561666666667,0.16352450984334277,2519.89298615,7.233800000000417,0.3814933009634639,586.43663,0.20093881183794354
20,14.82928,58.2170625348689,67.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.20000000000002,12.659100000000718,0.5052316890881913,13.400608,0.024715466666666668,0.31287556408001777,2534.72226615,5.425300000000301,0.854000350597118,585.17072,0.21936804409218874
20,13.56337,57.8658955181907,67.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.10000000000001,-12.659099999998919,0.5059790732436472,13.527200000000002,0.02260561666666667,-0.2861667619449756,2548.28563615,-25.318199999999635,0.8127951821338513,586.43663,0.2003451964498494
20,13.56337,57.8988178896474,67.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,66.00000000000001,0.0,0.506726457399103,13.671876000000001,0.02260561666666667,0.0,2561.84900615,12.659099999998919,0.7188426448674288,586.43663,0.20004970206416373
20,12.93041,57.8658955181907,67.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.9,-6.329599999999466,0.507473841554559,13.689960000000003,0.021550683333333334,-0.13640720522665517,2574.77941615,-6.329599999999466,0.6933688320800123,587.06959,0.19043313416151494
20,12.83999,58.1731759306467,68.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.80000000000001,-0.9042000000000509,0.5082212257100149,13.545284,0.021399983333333334,-0.019349864930001088,2587.61940615,5.425399999999415,0.7944824726071686,587.16001,0.18882337957612677
20,12.83999,57.8439522160796,68.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.70000000000002,0.0,0.5089686098654708,13.147426000000001,0.021399983333333334,0.0,2600.45939615,0.9042000000000509,0.3814933009634641,587.16001,0.18854610589506454
20,12.83999,57.8658955181907,68.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.60000000000001,0.0,0.5097159940209267,13.00275,0.021399983333333334,0.0,2613.29938615,0.0,0.3158323577469536,587.16001,0.18826964533328966
20,12.93041,58.1951192327578,68.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.50000000000001,0.9042000000000509,0.5104633781763825,12.876158,0.021550683333333334,0.019486127870001098,2626.22979615,0.9042000000000509,0.049525073649608425,587.06959,0.18931785960003136
20,12.93041,58.1182954204987,68.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.4,0.0,0.5112107623318386,12.876158,0.021550683333333334,0.0,2639.1602061500002,-0.9042000000000509,0.049525073649608425,587.06959,0.18904107910758655
20,12.93041,57.4818061300559,68.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.30000000000001,0.0,0.5119581464872944,12.894242,0.021550683333333334,0.0,2652.09061615,0.0,0.049525073649609314,587.06959,0.18876510673335611
20,12.93041,57.2827052900358,68.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.20000000000002,0.0,0.5127055306427503,12.912326000000002,0.021550683333333334,0.0,2665.02102615,0.0,0.04043705330509764,587.06959,0.18848993894329538
20,12.83999,57.8220089139686,68.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.10000000000001,-0.9041999999999224,0.5134529147982062,12.912326000000002,0.021399983333333334,-0.01934986492999834,2677.86101615,-0.9041999999999224,0.04043705330510617,587.16001,0.18689941503785423
20,13.47295,57.6025165465371,68.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,65.00000000000001,6.329600000000366,0.5142002989536621,13.020834000000002,0.022454916666666668,0.14213064053334157,2691.33396615,7.233800000000288,0.25575521945798124,586.52705,0.1958277587815733
20,13.47295,57.6134956158827,68.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.9,0.0,0.5149476831091181,13.129342,0.022454916666666668,0.0,2704.8069161500002,-6.329600000000366,0.3158343618417732,586.52705,0.1955435385262186
20,12.83999,57.5037642687471,69.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.80000000000001,-6.329600000000366,0.5156950672645739,13.111258000000001,0.021399983333333334,-0.13545333450667452,2717.64690615,-6.329600000000366,0.3322351804369913,587.16001,0.18608680889729262
20,13.56337,57.3224383978023,69.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.70000000000002,7.233800000000417,0.5164424514200298,13.23785,0.02260561666666667,0.16352450984334277,2731.21027615,13.563400000000783,0.3650659014479438,586.43663,0.19628610425056292
20,13.56337,57.4708418972904,69.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.60000000000001,0.0,0.5171898355754858,13.382526000000002,0.02260561666666667,0.0,2744.77364615,-7.233800000000417,0.3066379850572974,586.43663,0.19600245381499345
20,13.56337,57.5805880810062,69.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.50000000000001,0.0,0.5179372197309416,13.40061,0.02260561666666667,0.0,2758.33701615,0.0,0.31583235774695295,586.43663,0.19571962199538787
20,13.56337,57.5805880810062,69.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.4,0.0,0.5186846038863976,13.418694000000002,0.02260561666666667,0.0,2771.90038615,0.0,0.3235053707127583,586.43663,0.19543760525306045
20,13.56337,57.404997154377,69.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.30000000000001,0.0,0.5194319880418534,13.56337,0.02260561666666667,0.0,2785.46375615,0.0,0.0,586.43663,0.1951564000696921
20,13.56337,57.2528987429993,69.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.20000000000002,0.0,0.5201793721973094,13.56337,0.02260561666666667,0.0,2799.02712615,0.0,0.0,586.43663,0.1948760029471839
20,13.47295,57.7012984974874,69.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.10000000000001,-0.9041999999999224,0.5209267563527653,13.545286,0.022454916666666668,-0.02030373564999826,2812.50007615,-0.9041999999999224,0.04043705330510617,586.52705,0.19329913639456048
20,13.47295,57.7890865425119,69.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,64.00000000000001,0.0,0.5216741405082211,13.527201999999999,0.022454916666666668,0.0,2825.97302615,0.9041999999999224,0.04952507364961701,586.52705,0.19302220353836388
20,13.56337,57.8220089139686,69.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.900000000000006,0.9041999999999224,0.5224215246636771,13.527201999999999,0.02260561666666667,0.020439998589998246,2839.53639615,0.9041999999999224,0.04952507364961701,586.43663,0.19403962526409693
20,12.93041,57.4708418972904,70.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.80000000000001,-6.329600000000366,0.523168908819133,13.40061,0.021550683333333334,-0.13640720522667457,2852.46680615,-7.233800000000288,0.2667094985185201,587.06959,0.18472014021828373
20,12.93041,57.7561641710552,70.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.70000000000002,0.0,0.5239162929745889,13.274018000000002,0.021550683333333334,0.0,2865.39721615,6.329600000000366,0.3158343618417745,587.06959,0.1844566307495488
20,13.56337,57.3721249311452,70.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.60000000000001,6.329599999999466,0.5246636771300448,13.292102,0.02260561666666667,0.14308451125332128,2878.96058615,6.329599999999466,0.3322351804369924,586.43663,0.19321039610811402
20,13.47295,57.4708418972904,70.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.500000000000014,-0.9042000000000509,0.5254110612855006,13.292102,0.022454916666666668,-0.020303735650001143,2892.4335361500002,-7.233799999999517,0.3322351804369924,586.52705,0.19164935716003761
20,13.47295,57.8220089139686,70.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.400000000000006,0.0,0.5261584454409567,13.274018000000002,0.022454916666666668,0.0,2905.90648615,0.9042000000000509,0.3158343618417745,586.52705,0.19137712796339307
20,14.55802,57.7781074731662,70.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.30000000000001,10.850700000000616,0.5269058295964125,13.599540000000001,0.024263366666666668,0.26327451269001495,2920.46450615,10.850700000000616,0.5915608997389868,585.44198,0.20649673465962082
20,14.73886,57.0839994539337,70.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.20000000000002,1.8084000000001017,0.5276532137518684,13.96123,0.024564766666666668,0.044422924040002504,2935.20336615,-9.042300000000514,0.6316632839970974,585.26114,0.2087657194225819
20,14.82928,57.4159613871425,70.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.10000000000001,0.9041999999999224,0.5284005979073243,14.214412000000001,0.024715466666666668,0.022347724959998084,2950.03264615,-0.9042000000001793,0.6838688863152034,585.17072,0.20974936054102744
20,14.82928,57.2429587498461,70.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,63.000000000000014,0.0,0.5291479820627802,14.485678000000002,0.024715466666666668,0.0,2964.86192615,-0.9041999999999224,0.5768615867086276,585.17072,0.2094531043862556
20,13.83463,57.657397056685,70.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.900000000000006,-9.946499999999153,0.5298953662182362,14.558014,0.02305771666666667,-0.2293435788249805,2978.69655615,-9.946499999999153,0.4192732321291157,586.16537,0.19512877016743624
20,13.56337,57.2230921959628,71.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.80000000000001,-2.7126000000001524,0.530642750373692,14.359084000000001,0.02260561666666667,-0.06131999577000345,2992.25992615,7.233899999999,0.6112714484825834,586.43663,0.19103337759107922
20,13.47295,57.5257075708582,71.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.70000000000002,-0.9042000000000509,0.5313901345291479,14.105902,0.022454916666666668,-0.020303735650001143,3005.7328761500003,1.8084000000001015,0.6736299364413637,586.52705,0.18949296498603427
20,14.82928,57.5915523137716,71.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.60000000000001,13.563299999998842,0.5321375186846039,14.105902,0.024715466666666668,0.3352232890399714,3020.56215615,14.467499999998893,0.6736299364413637,585.17072,0.20827640156915167
20,14.73886,57.1436125480067,71.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.500000000000014,-0.9042000000000509,0.5328849028400597,14.087818000000002,0.024564766666666668,-0.022211462020001252,3035.30101615,-14.467499999998893,0.6501603857280107,585.26114,0.20671612613301368
20,14.73886,57.5805880810062,71.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.400000000000006,0.0,0.5336322869955157,14.268664000000001,0.024564766666666668,0.0,3050.03987615,0.9042000000000509,0.686851376303488,585.26114,0.20642660775312874
20,14.82928,57.7012984974874,71.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.30000000000001,0.9042000000000509,0.5343796711509715,14.521846,0.024715466666666668,0.02234772496000126,3064.86915615,0.9042000000000509,0.5880910431047179,585.17072,0.20740251458178302
20,13.56337,57.8000656118575,71.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.20000000000002,-12.659100000000718,0.5351270553064275,14.539930000000002,0.02260561666666667,-0.2861667619450163,3078.43252615,-13.563300000000769,0.5477824769924603,586.43663,0.18943253925373552
20,14.82928,57.5257075708582,71.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.10000000000001,12.659099999998919,0.5358744394618834,14.539930000000002,0.024715466666666668,0.3128755640799733,3093.26180615,25.318199999999635,0.5477824769924603,585.17072,0.20682398595782447
20,13.56337,57.7561641710552,71.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,62.000000000000014,-12.659100000000718,0.5366218236173392,14.304832,0.02260561666666667,-0.2861667619450163,3106.82517615,-25.318199999999635,0.6778649402867774,586.43663,0.18890487202082354
20,14.82928,57.6793403587961,71.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.900000000000006,12.659099999998919,0.5373692077727952,14.322916000000001,0.024715466666666668,0.3128755640799733,3121.65445615,25.318199999999635,0.693367462771362,585.17072,0.20624867585189602
20,14.73886,57.657397056685,72.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.80000000000001,-0.9042000000000509,0.5381165919282511,14.304832,0.024564766666666668,-0.022211462020001252,3136.39331615,-13.56329999999897,0.6778649402867774,585.26114,0.20470638604574465
20,14.73886,57.7451851017095,72.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.70000000000002,0.0,0.538863976083707,14.539930000000002,0.024564766666666668,0.0,3151.13217615,0.9042000000000509,0.5477824769924597,585.26114,0.20442246595807956
20,13.47295,57.4598628279448,72.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.60000000000001,-12.659099999998919,0.5396113602391629,14.268664000000001,0.022454916666666668,-0.2842590355749757,3164.60512615,-12.659099999998919,0.6868513763034885,586.52705,0.18660595309410039
20,13.56337,57.6683761260307,72.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.500000000000014,0.9042000000000509,0.5403587443946187,14.268664000000001,0.02260561666666667,0.02043999859000115,3178.16849615,13.56329999999897,0.6868513763034885,586.43663,0.18759847596682608
20,12.93041,57.5586299423149,72.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.400000000000006,-6.329599999999466,0.5411061285500748,13.88889,0.021550683333333334,-0.13640720522665517,3191.09890615,-7.233799999999517,0.8127962946212286,587.06959,0.17859682073761296
20,12.93041,57.8988178896474,72.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.30000000000001,0.0,0.5418535127055306,13.527199999999999,0.021550683333333334,0.0,3204.02931615,6.329599999999466,0.7390344875579227,587.06959,0.17835048029861408
20,13.56337,58.1073311877333,72.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.20000000000002,6.329600000000366,0.5426008968609864,13.292102,0.02260561666666667,0.14308451125334162,3217.59268615,6.329600000000366,0.3322351804369943,586.43663,0.18682327566359128
20,13.56337,57.7232417995984,72.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.10000000000001,0.0,0.5433482810164424,13.310186000000002,0.02260561666666667,0.0,3231.15605615,-6.329600000000366,0.34668646999847297,586.43663,0.1865662972961995
20,13.47295,57.2131522028096,72.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,61.000000000000014,-0.9042000000000509,0.5440956651718983,13.292102,0.022454916666666668,-0.020303735650001143,3244.62900615,-0.9042000000000509,0.3322351804369943,586.52705,0.18506799196335177
20,13.38252,57.6464179873394,72.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.900000000000006,-0.9042999999999363,0.5448430493273543,13.382524,0.0223042,-0.020169688059998577,3258.01152615,-9.999999988541397e-05,0.26362591010748904,586.61748,0.18357366003328313
20,13.47295,57.404997154377,73.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.80000000000001,0.9043000000000648,0.5455904334828101,13.491032,0.022454916666666668,0.020305981141668122,3271.48447615,1.808600000000001,0.07565438533225854,586.52705,0.18456095637587733
20,14.82928,57.7671432404008,73.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.70000000000002,13.563300000000769,0.5463378176382659,13.744214,0.024715466666666668,0.335223289040019,3286.3137561500002,12.659000000000704,0.6099310702284336,585.17072,0.20286292472143744
20,14.82928,56.8952201785616,73.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.60000000000001,0.0,0.547085201793722,13.997396,0.024715466666666668,0.0,3301.14303615,-13.563300000000769,0.7602995607193279,585.17072,0.20258578958216136
20,14.82928,57.404997154377,73.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.500000000000014,0.0,0.5478325859491778,14.268662,0.024715466666666668,0.0,3315.97231615,0.0,0.7683233135991668,585.17072,0.2023094106096943
20,14.82928,57.657397056685,73.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.400000000000006,0.0,0.5485799701046338,14.558014,0.024715466666666668,0.0,3330.80159615,0.0,0.6065692159844613,585.17072,0.20203378471343617
20,15.37182,57.4708418972904,73.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.30000000000001,5.425400000000297,0.5493273542600896,14.937788000000001,0.0256197,0.1389971203800076,3346.17341615,5.425400000000297,0.24263126410254648,584.62818,0.2091404053178176
20,14.73886,57.6683761260307,73.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.20000000000002,-6.329600000000348,0.5500747384155455,14.919704000000001,0.024564766666666668,-0.1554851470933419,3360.9122761500003,-11.755000000000646,0.25575521945798035,585.26114,0.2002562472791271
20,12.83999,57.7342208689441,73.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.10000000000001,-18.988699999998385,0.5508221225710015,14.521846000000002,0.021399983333333334,-0.4063578635216321,3373.75226615,-12.659099999998038,0.9730392862469633,587.16001,0.17421967199159197
20,13.56337,57.6683761260307,73.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,60.000000000000014,7.233800000000417,0.5515695067264573,14.268664000000001,0.02260561666666667,0.16352450984334277,3387.31563615,26.222499999998803,1.0357215797355963,586.43663,0.18378549886469517
20,12.93041,57.2628387361525,73.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.900000000000006,-6.329599999999466,0.5523168908819133,13.88889,0.021550683333333334,-0.13640720522665517,3400.24604615,-13.563399999999884,1.12320621176612,587.06959,0.1749717161708834
20,12.83999,57.8988178896474,74.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.80000000000001,-0.9042000000000509,0.5530642750373692,13.382524,0.021399983333333334,-0.019349864930001088,3413.08603615,5.425399999999415,0.8163096795824459,587.16001,0.17351337603360303
20,12.83999,57.6793403587961,74.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.70000000000002,0.0,0.553811659192825,13.00275,0.021399983333333334,0.0,3425.92602615,0.9042000000000509,0.3158323577469427,587.16001,0.1732792149355032
20,12.83999,57.8439522160796,74.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.60000000000001,0.0,0.554559043348281,13.00275,0.021399983333333334,0.0,3438.7660161500003,0.0,0.3158323577469427,587.16001,0.1730456849993843
20,13.47295,57.9646626325608,74.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.500000000000014,6.329600000000366,0.5553064275037368,12.984665999999999,0.022454916666666668,0.14213064053334157,3452.23896615,6.329600000000366,0.27575279378456463,586.52705,0.18133176068194135
20,14.73886,57.3025718439191,74.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.400000000000006,12.659099999998919,0.5560538116591928,13.346356,0.024564766666666668,0.31096783770997344,3466.97782615,6.329499999998553,0.8252746525733092,585.26114,0.19810295432657318
20,14.73886,57.0541929068972,74.5,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.30000000000001,0.0,0.5568011958146487,13.726130000000001,0.024564766666666668,0.0,3481.71668615,-12.659099999998919,0.9599260931707186,585.26114,0.197837044324335
20,15.46224,57.6464179873394,74.6,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.20000000000002,7.233800000000399,0.5575485799701045,14.250580000000003,0.0257704,0.18641791952001027,3497.1789261500003,7.233800000000399,1.0652965828115672,584.53776,0.20726862992937495
20,15.46224,57.6793403587961,74.7,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.10000000000001,0.0,0.5582959641255605,14.775030000000001,0.0257704,0.0,3512.64116615,-7.233800000000399,0.8127951821338542,584.53776,0.2069911618876685
20,15.46224,57.3940180850314,74.8,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,59.000000000000014,0.0,0.5590433482810164,15.172888,0.0257704,0.0,3528.10340615,0.0,0.39621154364809774,584.53776,0.20671443573911183
20,15.46224,57.5915523137716,74.9,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,58.900000000000006,0.0,0.5597907324364724,15.317563999999999,0.0257704,0.0,3543.5656461500002,0.0,0.3235053707127746,584.53776,0.20643844851217022
20,15.46224,57.5037642687471,75.0,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,58.80000000000001,0.0,0.5605381165919282,15.46224,0.0257704,0.0,3559.02788615,0.0,0.0,584.53776,0.20616319725115737
20,15.37182,57.8658955181907,75.1,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,58.70000000000002,-0.9042000000000509,0.561285500747384,15.444155999999998,0.0256197,-0.0231653327400013,3574.39970615,-0.9042000000000509,0.04043705330510617,584.62818,0.20468468435839304
20,14.73886,57.8439522160796,75.2,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,58.60000000000001,-6.329599999999449,0.56203288490284,15.299479999999999,0.024564766666666668,-0.1554851470933198,3589.13856615,-5.425399999999398,0.3158323577469533,585.26114,0.19599547611708146
20,14.73886,57.5476657095495,75.3,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,58.500000000000014,0.0,0.5627802690582959,15.154804000000002,0.024564766666666668,0.0,3603.8774261500002,6.329599999999449,0.38149330096346284,585.26114,0.19573518996367611
20,15.46224,57.2230921959628,75.4,79.2462662797576,"ISO 12103-1, A3 Medium Test Dust",Low,Low,133.8,58.400000000000006,7.233799999999372,0.5635276532137519,15.154804000000002,0.0257704,0.1864179195199838,3619.33966615,7.233799999999372,0.38149330096346284,584.53776,0.2050694933014656
